,Afghanistan,Albania,Algeria,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei,Bulgaria,Burkina Faso,Burma,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Congo (Brazzaville),Congo (Kinshasa),Costa Rica,Cote d'Ivoire,Croatia,Cruise Ship,Cuba,Curacao,Cyprus,Czech Republic,Czechia,Denmark,Diamond Princess,Djibouti,Dominica,Dominican Republic,East Timor,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faroe Islands,Fiji,Finland,France,French Guiana,Gabon,Gambia,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hong Kong,Hong Kong SAR,Hungary,Iceland,India,Indonesia,Iran,Iran (Islamic Republic of),Iraq,Ireland,Israel,Italy,Ivory Coast,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,"Korea, South",Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,MS Zaandam,Macao SAR,Macau,Madagascar,Mainland China,Malaysia,Maldives,Mali,Malta,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Namibia,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North Ireland,North Macedonia,Norway,Oman,Others,Pakistan,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Ireland,Republic of Korea,Republic of Moldova,Republic of the Congo,Reunion,Romania,Russia,Russian Federation,Rwanda,Saint Barthelemy,Saint Kitts and Nevis,Saint Lucia,Saint Martin,Saint Vincent and the Grenadines,San Marino,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Somalia,South Africa,South Korea,Spain,Sri Lanka,St. Martin,Sudan,Suriname,Sweden,Switzerland,Syria,Taipei and environs,Taiwan,Taiwan*,Tanzania,Thailand,The Bahamas,The Gambia,Timor-Leste,Togo,Trinidad and Tobago,Tunisia,Turkey,UK,Uganda,Ukraine,United Arab Emirates,United Kingdom,Uruguay,US,Uzbekistan,Vatican City,Venezuela,Viet Nam,Vietnam,West Bank and Gaza,Zambia,Zimbabwe,occupied Palestinian territory
2020-03-11,7,12,20,1,0,0,19,1,0,128,246,11,0,0,195,3,0,9,314,0,0,1,2,7,0,38,11,7,2,0,0,0,3,2,108,0,0,0,0,0,23,80921,9,0,1,13,1,19,696,0,0,6,0,91,444,0,0,0,5,0,17,60,0,0,0,16,0,0,0,0,59,2284,5,0,0,0,24,1908,0,0,99,0,0,0,0,0,0,0,0,0,0,1,2,0,0,13,85,62,34,9000,0,71,43,109,12462,0,1,639.0,0,1,0,0,7755,0,72,0,0,10,61,0,0,1,3,7,0,0,0.0,0,0.0,149,8,0,6,3,0,0,0,8,3,1,1,0,5,0,0,1,503,5,0,0,2,0,7,598,18,0,19,0,8,0,5,11,49,31,59,0,262,0,0,0,0,1,45,20,0,0,0,0,0,0,0,62,21,4,12,0,0,178,10,57,0,13,0.0,2277,2,0,0,0,500,652,0,0,0.0,48,0,59.0,0,0,0,1,0,7,1,0,0,1,74,459,0,1281.0,0,0,0,0,38,0,0,0,0
2020-03-12,7,23,24,1,0,0,19,4,0,128,302,11,0,0,195,3,0,12,314,0,0,1,2,11,0,52,11,7,2,0,0,0,3,2,117,0,0,0,0,0,23,80932,9,0,1,22,1,19,696,3,0,6,0,94,617,0,0,0,5,0,17,67,0,0,0,16,0,0,0,0,59,2284,5,0,0,0,24,2078,0,0,99,0,0,0,0,0,0,0,0,1,0,1,2,0,0,13,103,73,34,10075,0,71,43,131,12462,0,2,639.0,0,1,0,0,7869,0,80,0,0,10,61,0,0,1,3,19,0,0,0.0,0,0.0,149,8,0,6,3,0,0,0,12,3,2,1,0,6,0,0,1,503,5,0,0,2,0,7,702,18,0,20,0,11,0,5,15,52,49,59,0,262,0,0,0,0,1,49,28,0,0,0,0,0,0,0,69,45,4,19,0,0,178,16,89,0,17,0.0,2277,2,0,0,0,599,652,0,0,0.0,49,0,70.0,0,0,0,1,0,7,1,0,0,1,85,459,0,1663.0,0,0,0,0,39,0,0,0,0
2020-03-13,7,33,26,1,0,1,31,8,2,200,504,15,0,0,189,3,0,27,559,0,0,1,3,13,0,151,37,23,2,0,0,0,5,2,193,0,1,0,0,0,43,80945,13,0,2,23,1,32,696,4,0,14,0,141,804,0,0,0,5,0,17,80,0,0,0,79,0,1,0,0,155,3667,5,0,0,0,25,3675,0,0,190,0,0,1,0,0,0,1,0,1,0,1,2,0,0,19,134,82,69,11364,0,101,90,161,17660,0,8,701.0,0,1,4,1,7979,0,80,0,0,17,77,0,0,1,6,34,0,0,0.0,0,0.0,197,9,0,12,3,0,0,0,12,6,2,1,0,7,0,0,1,804,5,0,0,2,0,14,996,19,0,28,0,27,0,6,28,64,68,112,0,320,0,0,0,0,5,89,45,0,0,0,0,0,0,0,80,86,10,35,0,0,200,32,141,0,24,0.0,5232,6,0,1,0,814,1139,0,0,0.0,50,0,75.0,0,0,0,1,0,16,5,0,0,3,85,801,0,2179.0,0,0,0,0,47,0,0,0,0
2020-03-14,11,38,37,1,0,1,34,18,2,250,655,15,0,0,210,3,0,27,689,0,0,1,10,18,0,151,40,41,2,0,0,0,7,2,196,0,1,0,0,0,61,80977,22,0,2,26,1,38,696,4,1,26,0,189,836,0,0,0,11,0,28,109,0,0,0,115,1,1,0,0,225,4480,5,1,0,0,30,4585,3,0,228,0,0,1,0,1,1,1,0,1,0,1,2,0,0,30,156,102,96,12729,0,110,129,193,21157,0,8,773.0,2,1,6,1,8086,0,104,0,0,26,93,0,0,4,8,51,0,0,0.0,0,0.0,238,10,0,18,9,1,0,0,26,12,2,1,0,17,0,2,1,959,6,0,0,2,0,14,1090,19,0,31,0,36,0,6,38,111,103,169,0,337,0,0,0,0,6,123,59,0,1,0,0,1,0,1,80,103,10,46,2,0,212,44,181,0,38,0.0,6391,10,0,1,1,961,1359,0,0,0.0,53,0,82.0,0,0,0,1,2,18,5,0,0,3,85,1143,4,2726.0,0,0,2,0,53,0,0,0,0
2020-03-15,16,42,48,1,0,1,45,26,2,297,860,23,0,0,214,5,0,27,886,0,0,1,10,24,0,162,50,51,3,0,0,0,7,2,250,0,1,1,0,0,74,81003,34,1,2,27,1,49,696,4,1,26,0,253,875,0,0,0,11,0,28,110,0,1,0,171,1,1,0,0,244,4513,0,1,0,0,33,5795,6,0,331,0,0,3,0,1,1,1,0,4,0,1,3,0,0,32,171,113,117,13938,0,116,129,251,24747,0,10,839.0,2,8,9,3,8162,2,112,0,0,30,110,0,0,4,12,59,0,0,0.0,0,0.0,428,13,0,21,9,1,0,0,41,23,2,1,0,28,0,2,1,1135,8,0,0,2,0,14,1221,22,0,53,0,43,0,6,43,140,119,245,0,401,0,0,0,0,7,131,63,0,1,0,0,2,0,1,101,103,24,48,2,0,226,54,219,0,51,0.0,7798,18,0,1,1,1022,2200,0,0,0.0,59,0,114.0,0,0,0,1,2,18,6,0,0,3,98,1144,4,3499.0,1,0,10,0,56,0,0,0,0
2020-03-16,21,51,54,2,0,1,56,52,2,377,1018,15,0,0,214,8,0,36,1058,0,1,1,11,25,0,200,54,52,15,0,0,0,7,4,415,0,0,1,0,0,155,81033,54,1,2,35,1,57,696,4,0,33,0,298,932,0,0,0,11,0,37,150,0,1,0,205,1,5,0,0,277,6650,11,1,0,0,33,7272,6,0,331,1,0,6,3,2,1,1,0,4,0,1,6,0,0,39,180,119,134,14991,0,124,169,255,27980,0,10,825.0,2,17,10,3,8236,2,123,0,0,34,99,1,0,4,17,77,0,0,0.0,0,0.0,566,13,0,30,15,1,0,1,53,23,7,1,0,29,0,2,1,1414,8,0,0,2,0,18,1333,22,0,136,0,55,0,8,86,142,177,331,3,439,0,0,0,1,9,158,90,0,5,0,0,2,0,1,109,118,24,55,3,0,243,63,253,1,62,0.0,9942,28,0,1,1,1103,2200,0,0,0.0,67,1,147.0,1,0,0,1,4,20,18,0,0,7,98,1551,8,4632.0,6,0,17,0,61,0,0,0,0
2020-03-17,22,55,60,39,0,1,68,78,3,452,1332,28,0,0,228,10,2,36,1243,0,1,1,11,26,0,321,56,67,15,0,0,0,33,10,478,0,0,1,0,0,201,81058,65,1,3,41,5,65,696,5,0,46,0,396,1024,0,0,0,21,0,58,196,0,1,0,225,1,5,0,0,321,7683,11,1,0,0,34,9257,7,0,387,1,0,18,3,6,0,1,0,7,0,1,8,0,0,50,220,142,172,16169,0,154,223,337,31506,0,12,878.0,0,34,33,3,8320,2,130,0,0,49,120,1,0,7,25,140,0,0,0.0,0,0.0,673,13,0,38,16,1,0,1,82,30,7,5,2,38,0,2,1,1708,12,0,0,3,0,26,1463,24,0,236,0,69,0,9,117,187,238,448,0,439,0,0,0,0,9,184,114,0,7,0,0,2,0,1,109,171,26,65,4,0,266,72,275,1,62,0.0,11748,44,0,1,1,1190,2700,0,0,0.0,77,1,177.0,1,1,0,1,5,24,47,0,0,14,98,1960,29,6421.0,10,0,33,0,66,0,0,0,0
2020-03-18,22,59,74,39,0,1,79,84,4,568,1646,28,0,0,256,14,2,51,1486,0,2,1,12,38,0,372,68,92,20,0,0,0,35,10,657,0,0,1,0,0,238,81102,93,1,4,50,6,81,712,7,0,49,0,464,1115,0,1,0,21,0,111,196,0,4,0,258,1,6,0,0,336,9052,11,1,0,1,38,12327,7,0,418,1,0,27,0,6,0,1,0,7,0,1,9,0,0,58,250,156,227,17361,0,164,292,433,35713,0,13,889.0,0,52,35,3,8413,2,142,3,0,71,133,2,0,28,27,203,0,0,0.0,0,0.0,790,13,0,38,19,1,3,3,93,30,7,6,1,49,0,2,1,2056,20,0,0,8,0,35,1550,39,0,299,0,86,0,11,145,202,251,448,0,452,0,0,0,0,12,260,147,0,8,0,0,2,0,1,119,171,31,83,4,0,313,105,275,1,116,0.0,13910,51,0,2,1,1279,3028,0,0,0.0,100,3,212.0,1,0,0,1,7,29,98,0,0,14,113,2642,50,7786.0,15,0,36,0,75,0,2,0,0
2020-03-19,22,64,87,53,0,1,97,115,4,681,2013,44,0,3,278,17,5,51,1795,0,2,1,12,63,0,621,75,94,33,0,0,0,37,13,800,0,0,1,1,0,238,81156,102,3,14,69,9,105,712,11,0,67,0,694,1225,0,1,0,34,0,199,256,1,6,0,267,1,6,0,1,400,10886,11,1,0,1,40,15320,11,0,418,0,0,33,0,9,0,1,0,7,0,1,12,0,0,73,330,194,311,18407,0,192,557,677,41035,0,15,924.0,0,69,44,7,8565,2,148,3,0,86,157,2,0,28,36,335,0,0,0.0,0,0.0,900,13,0,53,23,2,3,3,118,49,7,6,3,63,0,3,1,2465,28,1,0,8,0,48,1746,48,0,454,0,109,0,11,234,217,355,785,0,460,0,0,0,0,14,277,199,0,8,0,0,2,0,1,119,274,31,103,6,0,345,123,286,1,150,0.0,17963,60,0,2,1,1439,4075,0,0,0.0,108,6,272.0,0,0,0,1,9,39,192,0,0,16,140,2716,79,13680.0,23,0,42,0,85,0,2,0,0
2020-03-20,24,70,90,75,1,1,128,136,0,791,2388,44,0,3,285,20,5,69,2257,0,2,2,15,89,0,793,78,127,40,0,0,1,51,20,943,0,0,3,1,0,434,81250,128,3,18,89,9,128,712,16,0,67,0,833,1337,0,1,0,72,0,367,285,1,6,0,283,1,9,0,1,450,12632,15,3,0,1,43,19848,16,0,495,0,0,45,0,12,0,1,0,7,2,1,24,0,0,85,409,244,369,19644,0,208,683,705,47021,0,16,963.0,0,85,49,7,8652,2,159,6,0,111,163,2,0,28,49,484,0,0,0.0,3,0.0,1030,13,0,64,32,2,12,6,164,66,11,6,14,77,0,3,1,3003,39,1,1,12,0,67,1914,48,0,501,0,137,1,13,234,230,425,1020,0,470,0,0,0,0,28,308,253,0,17,0,0,2,0,1,144,344,38,135,7,0,385,137,341,1,202,0.0,20410,73,0,2,4,1639,5294,0,0,0.0,135,6,322.0,0,0,0,9,9,54,359,0,0,29,140,4014,94,19101.0,33,0,42,0,91,0,2,1,0
2020-03-21,24,76,139,88,2,1,158,160,0,1071,2814,53,0,4,305,25,6,76,2815,0,2,2,19,93,0,1021,83,163,64,0,0,3,53,27,1278,1,0,3,1,0,537,81305,196,3,23,117,14,206,712,21,0,84,0,995,1420,0,1,0,112,1,506,294,3,6,1,306,1,9,0,1,523,14308,18,4,0,1,49,22213,19,0,530,0,0,53,0,17,0,2,0,7,2,1,24,0,0,103,473,330,450,20610,0,214,785,883,53578,0,16,1007.0,0,85,53,7,8799,2,176,14,0,124,187,3,0,37,83,670,0,0,0.0,3,0.0,1183,13,0,73,32,2,14,7,203,80,11,10,14,96,0,3,1,3640,52,2,1,22,0,85,2118,52,0,730,0,200,1,18,318,307,536,1280,0,481,0,0,0,0,45,367,306,0,17,0,0,2,0,1,144,392,47,171,7,0,432,178,383,1,240,0.0,25374,77,0,2,4,1763,6575,0,0,0.0,153,6,411.0,0,0,0,16,49,60,670,0,1,47,153,5067,110,25514.0,43,0,70,0,94,0,2,3,0
2020-03-22,40,89,201,113,2,1,266,194,0,1490,3580,65,4,0,334,27,14,76,3401,0,2,2,24,126,0,1546,88,187,75,0,0,3,84,40,1470,0,0,3,1,0,632,81397,231,3,30,134,14,254,712,35,0,95,0,1120,1514,0,1,1,202,0,789,327,3,6,1,326,4,11,0,2,626,16214,0,5,1,0,54,24873,23,0,624,0,1,0,0,19,0,2,0,18,2,1,26,0,0,131,568,396,514,21638,0,233,906,1071,59138,0,19,1086.0,0,112,59,15,8897,0,188,14,0,139,248,3,0,37,129,798,0,0,0.0,3,0.0,1306,13,0,90,0,2,28,0,251,94,23,10,21,115,1,3,1,4217,102,2,2,30,0,115,2263,55,0,776,0,313,1,22,363,380,634,1600,0,494,0,0,0,0,0,433,367,0,19,0,0,2,0,1,175,511,67,222,7,0,455,185,414,1,274,0.0,28603,82,0,2,5,1931,7474,1,0,0.0,169,12,599.0,0,0,1,16,50,75,1236,0,1,73,153,5741,135,33848.0,43,0,70,0,113,0,3,3,0
2020-03-23,40,104,230,133,3,3,266,235,0,1682,4474,72,4,0,377,33,17,81,3743,1,5,2,27,132,0,1924,91,201,99,0,0,3,87,56,2088,0,0,3,1,0,746,81496,277,4,36,158,25,315,712,40,0,116,0,1236,1572,0,3,2,245,0,981,366,3,9,1,352,4,11,0,3,700,20123,0,5,2,0,61,29056,27,0,695,0,1,0,0,20,0,4,0,20,6,1,27,0,0,167,588,499,579,23049,0,266,1125,1442,63927,0,19,1128.0,0,127,62,16,8961,0,189,16,0,180,267,3,0,51,179,875,0,0,0.0,12,0.0,1518,13,0,107,0,2,36,0,316,109,23,10,27,143,1,4,2,4764,102,2,3,40,0,136,2621,66,0,875,0,313,1,22,395,462,749,2060,0,501,0,0,0,0,0,576,438,0,36,0,0,3,0,1,187,562,79,249,7,0,509,186,442,1,402,0.0,35136,97,0,2,5,2046,8795,1,0,0.0,195,12,721.0,0,0,1,18,51,89,1529,0,9,73,198,6726,158,43663.0,46,0,77,0,123,0,3,3,0
2020-03-24,74,123,264,164,3,3,387,249,0,2044,5283,87,5,0,392,39,18,81,4269,1,6,2,29,166,0,2247,104,218,114,0,0,3,91,66,2790,0,0,3,3,0,922,81591,378,4,45,177,73,382,0,48,0,124,0,1394,1718,0,3,2,312,0,1082,402,5,9,1,369,4,12,0,4,792,22622,0,6,3,0,70,32986,53,0,743,0,1,0,0,21,0,4,0,5,7,4,30,0,0,187,648,536,686,24811,0,316,1329,1930,69176,0,21,1193.0,0,154,72,25,9037,0,191,42,2,197,318,3,1,51,209,1099,0,0,0.0,17,0.0,1624,13,0,110,0,2,42,0,367,125,23,10,47,170,3,7,2,5580,155,2,3,44,0,148,2863,84,0,972,0,345,1,27,416,552,901,2362,0,526,0,0,0,0,0,794,495,0,40,0,0,3,0,1,187,767,86,303,7,0,558,204,480,1,554,0.0,39885,102,0,3,7,2286,9877,1,0,0.0,215,12,827.0,0,0,1,20,57,114,1872,0,9,97,248,8164,162,53736.0,50,0,84,0,134,0,3,3,0
2020-03-25,84,146,302,188,3,3,387,265,0,2364,5588,93,5,0,419,39,18,86,4937,2,6,2,32,176,0,2554,109,242,146,0,0,4,96,75,3251,0,0,3,3,0,1142,81661,470,4,48,201,80,442,0,57,0,132,0,1654,1862,712,11,7,392,0,1173,456,9,9,4,404,4,12,0,5,880,25600,0,6,3,0,75,37323,93,0,821,0,1,0,0,24,0,4,2,5,8,4,36,0,0,226,737,657,790,27017,0,346,1564,2369,74386,0,26,1307.0,0,172,81,28,9137,0,195,44,3,221,333,3,1,51,274,1333,0,0,0.0,19,0.0,1796,13,2,129,0,2,48,0,405,149,31,10,52,225,5,7,3,6438,205,2,7,51,0,177,3084,99,0,1063,0,443,1,37,480,636,1051,2995,0,537,0,0,0,0,0,906,658,0,41,0,2,3,0,1,208,900,99,384,7,0,631,216,528,1,709,0.0,49515,102,0,3,8,2526,10897,5,0,0.0,235,12,934.0,0,0,1,23,60,173,2433,0,14,145,333,9640,189,65778.0,60,0,91,0,141,0,12,3,0
2020-03-26,94,174,367,224,4,7,502,290,0,2810,6909,122,9,0,458,44,18,86,6235,2,6,2,43,191,0,2985,114,264,152,0,0,4,96,75,4042,0,0,3,3,0,1306,81782,491,4,51,231,96,495,0,67,0,146,0,1925,2023,712,11,11,488,0,1403,495,13,12,6,538,6,12,0,5,958,29551,0,7,3,0,79,43938,132,0,892,0,7,0,0,25,0,4,2,5,8,4,52,0,0,261,802,727,893,29406,0,382,1819,2693,80589,0,26,1387.0,0,212,111,31,9241,71,208,44,6,244,368,3,1,56,299,1453,0,0,0.0,23,0.0,2031,13,4,134,0,3,81,0,475,177,33,11,69,275,7,8,3,7468,283,2,10,65,0,201,3369,109,0,1201,0,558,1,41,580,707,1221,3544,0,549,0,0,0,0,0,1029,840,0,50,0,2,3,0,1,208,1012,105,384,7,0,683,226,562,2,927,0.0,57786,106,0,3,8,2840,11811,5,0,0.0,252,13,1045.0,0,0,1,23,65,197,3629,0,14,196,333,11812,217,83836.0,75,0,107,0,153,84,16,3,0
2020-03-27,110,186,409,267,4,7,589,329,0,3143,7657,165,10,0,466,48,24,94,7284,2,6,3,61,237,0,3417,115,293,180,8,0,5,99,91,4682,0,0,3,3,0,1610,81897,539,4,51,263,101,586,0,80,0,162,0,2279,2200,712,12,11,581,0,1595,536,13,12,6,575,9,16,0,5,1041,33402,0,7,3,0,83,50871,137,0,966,0,7,0,0,28,0,8,2,5,8,4,68,0,0,300,890,887,1046,32332,0,458,2121,3035,86498,0,26,1468.0,0,235,150,31,9332,86,225,58,6,280,391,3,1,56,358,1605,0,0,0.0,26,0.0,2161,16,11,139,0,3,94,0,585,199,42,11,82,345,7,8,4,8647,368,2,10,70,0,219,3755,131,0,1373,0,674,1,52,635,803,1389,4268,0,562,0,0,0,0,0,1292,1036,0,54,0,2,3,0,1,223,1104,119,457,7,0,732,269,632,3,1170,0.0,65719,106,0,3,8,3069,12928,5,0,0.0,267,13,1136.0,0,0,1,25,66,227,5698,0,23,310,405,14745,238,101657.0,88,0,107,0,163,91,22,5,0
2020-03-28,110,197,454,308,5,7,690,407,0,3640,8271,182,10,0,476,48,26,94,9134,2,6,3,74,258,0,3904,120,331,207,8,0,5,99,91,5576,0,0,3,3,0,1909,81999,608,4,65,295,101,657,0,119,0,179,0,2631,2366,712,14,11,719,0,1823,576,19,12,6,645,9,16,0,5,1167,38105,0,7,3,0,90,57695,141,0,1061,0,7,0,0,34,0,8,2,8,8,6,95,0,0,343,963,987,1155,35408,0,506,2415,3619,92472,0,30,1693.0,0,246,228,38,9478,91,235,58,8,305,412,3,3,56,394,1831,2,0,0.0,26,0.0,2320,16,18,149,0,5,102,0,717,231,42,12,84,402,8,8,5,9819,451,4,10,89,0,241,4015,152,0,1495,0,786,1,56,671,1075,1638,5170,0,590,0,0,0,0,0,1452,1264,0,60,0,2,3,0,1,224,1203,130,659,8,0,802,292,684,3,1187,0.0,73235,113,0,5,8,3447,14076,5,0,0.0,283,14,1245.0,0,0,1,25,74,278,7402,0,30,356,468,17312,274,121465.0,104,0,119,0,174,98,28,7,0
2020-03-29,120,212,511,334,7,7,745,424,0,3984,8788,209,11,0,499,48,33,94,10836,2,6,4,81,323,0,4256,126,346,222,10,0,6,103,139,6280,0,0,3,3,0,2139,82122,702,19,65,314,165,713,0,139,0,214,0,2817,2564,712,18,11,859,0,1924,609,24,12,12,679,9,21,0,5,1240,40708,0,7,4,0,91,62095,152,0,1156,0,9,0,0,34,0,16,2,8,15,6,110,0,0,408,1020,1024,1285,38309,0,547,2615,4247,97689,0,32,1866.0,0,259,284,42,9583,94,255,84,8,347,438,3,8,56,460,1950,2,0,0.0,39,0.0,2470,17,18,151,0,5,107,0,848,263,46,12,85,479,8,11,5,10930,514,4,18,111,0,259,4284,167,0,1597,0,901,1,59,852,1418,1862,5962,0,634,0,0,0,0,0,1815,1534,0,70,0,2,9,0,1,224,1299,142,741,8,0,844,314,730,3,1280,0.0,80110,117,0,6,8,3700,14829,9,0,0.0,298,14,1388.0,0,0,1,25,78,312,9217,0,33,475,570,19780,304,140909.0,144,0,119,0,188,109,29,7,0
2020-03-30,170,223,584,370,7,7,820,482,0,4361,9618,273,14,0,515,49,33,152,11899,3,6,4,97,368,3,4579,127,359,246,14,0,6,107,139,7398,0,0,3,5,0,2449,82198,798,19,81,330,168,790,0,170,0,230,0,3001,2755,712,18,11,901,0,1962,656,30,12,12,715,9,23,0,5,1352,45170,0,7,4,0,103,66885,152,0,1212,0,9,0,0,36,0,22,8,8,15,6,139,0,0,447,1086,1251,1414,41495,0,630,2910,4695,101739,0,36,1866.0,0,268,302,50,9661,94,266,94,8,376,446,3,8,62,491,1988,2,0,0.0,43,0.0,2626,17,25,156,0,5,128,0,993,298,49,12,91,556,8,11,5,11817,589,4,27,131,0,285,4445,179,0,1717,0,989,1,64,950,1546,2055,6408,0,693,0,0,0,0,0,2109,1836,0,70,0,7,9,0,1,230,1453,162,785,8,0,879,336,756,3,1326,0.0,87956,122,0,6,8,4028,15922,10,0,0.0,306,19,1524.0,0,0,1,30,82,312,10827,0,33,548,611,22453,310,161831.0,149,0,135,0,203,116,35,7,0
2020-03-31,174,243,716,376,7,7,1054,532,0,4559,10180,298,14,0,567,51,34,152,12775,3,9,4,107,420,4,5717,129,399,261,15,2,6,109,193,8527,0,0,3,7,0,2738,82279,906,19,98,347,179,867,0,186,0,262,0,3308,3039,712,30,12,1109,0,2240,710,32,12,15,745,9,26,0,5,1418,52827,0,16,4,0,110,71808,161,0,1314,0,9,0,0,38,0,22,8,12,15,6,141,0,0,492,1135,1397,1528,44605,0,694,3235,5358,105792,0,36,1953.0,0,274,343,59,9786,112,289,107,9,398,470,3,10,68,537,2178,2,0,0.0,57,0.0,2766,18,28,169,0,6,143,0,1094,353,52,12,109,617,8,11,5,12667,647,5,27,135,0,329,4641,192,0,1938,0,1181,1,65,1065,2084,2311,7443,0,781,0,0,0,0,0,2245,2337,0,75,0,8,13,0,1,236,1563,175,900,10,1,926,363,802,5,1353,0.0,95923,143,0,7,9,4435,16605,10,0,0.0,322,19,1651.0,0,0,1,34,87,394,13531,0,44,645,664,25481,338,188172.0,172,0,135,0,212,119,35,8,0
2020-04-01,237,259,847,390,8,7,1054,571,0,4862,10711,359,21,0,569,54,34,163,13964,3,13,4,115,459,4,6836,131,422,282,15,2,6,109,233,9560,0,0,3,7,0,3031,82361,1065,19,109,375,190,963,0,212,0,320,0,3508,3290,712,33,12,1284,0,2748,779,32,15,15,779,9,29,0,5,1446,57749,0,18,4,0,117,77872,195,0,1415,0,9,0,0,39,0,30,9,19,16,6,172,0,0,525,1220,1998,1677,47593,0,728,3447,6092,110574,0,44,2178.0,0,278,380,81,9887,125,317,111,10,446,479,6,10,68,581,2319,9,0,0.0,57,0.0,2908,19,31,188,0,6,161,0,1215,423,55,14,123,654,10,14,5,13696,708,5,74,174,0,354,4863,210,0,2118,0,1181,1,69,1323,2311,2554,8251,0,835,0,0,0,0,0,2460,2777,0,82,0,8,13,0,1,236,1720,190,1060,10,2,1000,400,841,5,1380,0.0,104118,146,0,7,10,4947,17768,10,0,0.0,329,20,1771.0,0,0,1,36,90,423,15679,0,44,794,814,29865,338,213372.0,181,0,143,0,218,134,36,8,0
2020-04-02,273,277,986,428,8,9,1133,663,0,5116,11129,400,24,0,643,56,46,304,15348,3,13,5,123,533,4,8044,133,457,288,20,3,6,110,306,11284,0,0,3,8,0,3404,82432,1161,22,134,396,194,1011,0,233,0,356,0,3858,3573,712,40,12,1380,0,3163,865,41,15,22,858,9,29,0,7,1518,59929,0,21,4,0,134,84794,204,0,1544,0,10,0,0,47,0,52,9,19,16,7,219,0,0,585,1319,2543,1790,50468,0,772,3849,6857,115242,0,47,2495.0,0,299,435,110,9976,125,342,116,10,458,494,6,11,75,649,2487,9,0,0.0,59,0.0,3116,19,36,196,0,6,169,0,1378,505,60,14,144,708,10,14,6,14788,797,5,98,184,0,384,5147,231,0,2421,0,1317,1,77,1414,2633,2946,9034,0,949,0,0,0,0,0,2738,3548,0,84,0,9,13,0,2,245,1885,195,1171,10,2,1049,426,897,5,1462,0.0,112065,151,0,8,10,5568,18827,16,0,0.0,339,20,1875.0,0,0,1,39,94,455,18135,0,45,897,1024,34173,350,243599.0,205,0,146,0,233,161,39,9,0
2020-04-03,281,304,1171,439,8,15,1265,736,0,5330,11524,443,24,0,672,61,51,351,16770,4,16,5,132,579,4,9056,134,485,302,20,3,6,114,509,12437,0,0,8,8,0,3737,82511,1267,22,134,416,218,1079,0,269,0,396,0,4091,3946,712,49,12,1488,0,3368,985,46,16,22,961,9,35,0,7,1615,65202,0,21,4,0,155,91159,205,0,1613,0,12,0,0,50,0,73,15,23,18,7,222,0,0,623,1364,2567,1986,53183,0,820,4273,7428,119827,0,47,2617.0,0,310,464,122,10062,126,417,130,10,493,508,7,11,75,696,2612,9,0,0.0,70,0.0,3333,19,39,202,0,6,186,0,1510,591,64,14,174,791,10,14,6,15821,868,5,120,210,0,430,5370,252,0,2686,0,1475,1,92,1595,3018,3383,9886,0,1075,0,0,0,0,0,3183,4149,0,89,0,9,13,0,3,245,2039,207,1476,10,2,1114,450,934,7,1505,0.0,119199,159,0,10,10,6131,19606,16,0,0.0,348,20,1978.0,0,0,1,40,98,495,20921,0,48,1072,1264,38689,369,275586.0,227,0,153,0,237,194,39,9,0
