,Afghanistan,Albania,Algeria,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei,Bulgaria,Burkina Faso,Burma,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Congo (Brazzaville),Congo (Kinshasa),Costa Rica,Cote d'Ivoire,Croatia,Cruise Ship,Cuba,Curacao,Cyprus,Czech Republic,Czechia,Denmark,Diamond Princess,Djibouti,Dominica,Dominican Republic,East Timor,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faroe Islands,Fiji,Finland,France,French Guiana,Gabon,Gambia,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hong Kong,Hong Kong SAR,Hungary,Iceland,India,Indonesia,Iran,Iran (Islamic Republic of),Iraq,Ireland,Israel,Italy,Ivory Coast,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,"Korea, South",Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,MS Zaandam,Macao SAR,Macau,Madagascar,Mainland China,Malaysia,Maldives,Mali,Malta,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Namibia,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North Ireland,North Macedonia,Norway,Oman,Others,Pakistan,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Ireland,Republic of Korea,Republic of Moldova,Republic of the Congo,Reunion,Romania,Russia,Russian Federation,Rwanda,Saint Barthelemy,Saint Kitts and Nevis,Saint Lucia,Saint Martin,Saint Vincent and the Grenadines,San Marino,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Somalia,South Africa,South Korea,Spain,Sri Lanka,St. Martin,Sudan,Suriname,Sweden,Switzerland,Syria,Taipei and environs,Taiwan,Taiwan*,Tanzania,Thailand,The Bahamas,The Gambia,Timor-Leste,Togo,Trinidad and Tobago,Tunisia,Turkey,UK,Uganda,Ukraine,United Arab Emirates,United Kingdom,Uruguay,US,Uzbekistan,Vatican City,Venezuela,Viet Nam,Vietnam,West Bank and Gaza,Zambia,Zimbabwe,occupied Palestinian territory
2020-06-14,24766,1521,10919,853,140,26,31577,16667,0,7335,17109,9957,103,0,18227,87520,96,53973,60029,20,442,66,18459,2893,60,867624,141,3290,894,261,85,750,128,8681,100404,0,0,2057,850,0,174293,84335,48896,728,4778,1715,5084,2252,0,2248,0,983,0,10024,12393,712,4465,18,22962,0,46751,44598,3720,1306,96,1973,490,3345,0,18,7104,194153,0,3463,28,0,864,187518,11964,0,3121,0,23,0,0,9845,0,4532,1460,159,4165,12,8858,0,0,4069,1810,320922,38277,187427,0,20209,25303,19055,236989,0,617,17369.0,0,961,14496,3594,12121,1437,35920,2285,19,1097,1446,458,454,82,1768,4070,9,0,0.0,1272,0.0,8453,2035,1809,649,0,1783,337,0,146837,11740,99,197,325,8793,583,32,5760,48990,1504,1464,980,16085,0,4057,8631,23481,0,144478,0,21418,8,1289,229736,25930,29392,36690,0,79602,0,0,0,0,0,21999,528267,0,582,0,15,19,0,27,694,127541,5090,12310,11,1169,40604,1548,1495,2618,70038,0.0,243928,1889,0,7220,208,51614,31117,177,0,0.0,443,509,3135.0,0,0,24,530,123,1096,178239,0,696,31851,42294,297342,848,2094058.0,5080,0,2978,0,334,492,1358,383,0
2020-06-15,25527,1590,11031,853,142,26,32785,17064,0,7347,17135,10324,103,0,19013,90619,97,54680,60100,21,483,67,19073,3040,60,888271,141,3341,894,262,85,760,128,9864,100763,0,0,2222,850,0,179436,84378,53211,883,4837,1744,5439,2254,0,2262,0,985,0,10064,12417,712,4501,18,23271,0,47322,46289,3826,1306,109,1974,506,3521,0,18,7108,194305,0,4033,30,0,879,187682,11964,0,3134,0,23,0,0,10272,0,4572,1492,159,4441,12,9178,0,0,4076,1810,343091,39294,189876,0,21315,25321,19237,237290,0,621,17439.0,0,979,15192,3727,12155,1486,36431,2472,19,1097,1464,498,467,82,1773,4072,9,0,0.0,1290,0.0,8494,2065,1860,650,0,1887,337,0,150264,11879,99,197,326,8885,609,32,6211,49155,1506,1464,980,16658,0,4157,8647,24524,0,148921,0,21422,8,1296,232992,26420,29788,37036,0,80876,0,0,0,0,0,22165,536484,0,612,0,15,19,0,27,694,132048,5173,12367,11,1176,40818,1552,1496,2642,73533,0.0,244109,1905,0,7435,229,52383,31131,177,0,0.0,445,509,3135.0,0,0,24,531,123,1110,179831,0,705,32536,42636,298315,848,2114026.0,5263,0,3062,0,334,505,1382,387,0
2020-06-16,26310,1672,11147,854,148,26,34159,17489,0,7370,17189,10662,104,0,19553,94481,97,55369,60155,22,532,67,19883,3085,60,923189,141,3453,895,262,104,781,128,9864,101087,0,0,2410,853,0,184449,84422,53211,883,4974,1796,5679,2255,0,2273,0,985,0,10111,12450,712,4539,18,23686,0,47943,47856,3941,1664,121,1975,520,3630,0,18,7112,194347,0,4114,34,0,879,188252,12193,0,3148,0,23,0,0,10706,0,4639,1492,171,4547,12,9656,0,0,4077,1812,354065,40400,192439,0,22700,25334,19495,237500,0,621,17484.0,0,981,15542,3860,12198,1486,36958,2562,19,1098,1473,509,484,82,1776,4075,9,0,0.0,1317,0.0,8505,2094,1885,656,0,2057,337,0,154863,12254,99,197,326,8931,638,34,6591,49295,1506,1823,1016,17148,0,4299,8660,25269,0,154760,0,21962,8,1303,237156,26781,30195,37336,0,82077,0,0,0,0,0,22415,544725,0,636,0,15,19,0,29,694,136315,5247,12426,11,1225,40969,1552,1499,2658,76334,0.0,244328,1915,0,7740,236,53323,31154,177,0,0.0,445,509,3135.0,0,0,24,537,123,1125,181298,0,724,33209,42982,299600,849,2137731.0,5493,0,3150,0,334,514,1405,391,0
2020-06-17,26874,1722,11268,854,155,26,35552,18033,0,7391,17203,10991,104,0,19961,98489,97,56032,60244,22,572,67,20685,3141,79,955377,141,3542,899,262,104,792,128,9864,101491,0,0,2564,854,0,220628,84458,55083,883,5100,1871,6063,2258,0,2280,0,985,0,10162,12494,712,4545,18,24105,0,48490,49219,4066,1664,131,1977,563,3759,0,18,7117,194805,0,4229,34,0,888,188604,12590,0,3203,0,23,0,0,11251,0,4668,1492,171,4688,12,10299,0,0,4078,1815,366946,41431,195051,0,24254,25341,19783,237828,0,626,17530.0,0,987,15877,4044,12257,1486,37533,2657,19,1104,1489,516,500,82,1778,4085,9,0,0.0,1378,0.0,8515,2120,1890,662,0,2223,337,0,159793,12732,99,201,333,8997,651,36,7177,49412,1507,1823,1020,17735,0,4482,8692,26079,0,160118,0,22597,8,1308,240908,27238,30701,37672,0,83174,0,0,0,0,0,22760,552549,0,639,0,15,19,0,29,696,141234,5369,12522,11,1249,41216,1561,1503,2696,80412,0.0,244683,1924,0,8020,261,54562,31187,178,0,0.0,445,509,3135.0,0,0,24,544,123,1128,182727,0,732,33986,43364,300717,849,2163290.0,5682,0,3386,0,335,555,1412,401,0
2020-06-18,27532,1788,11385,855,166,26,37510,18698,0,7409,17223,11329,104,0,20430,102292,97,56657,60348,22,597,67,21499,3174,79,978142,141,3674,899,286,104,823,129,9864,101877,0,0,2605,854,0,225103,84494,57202,883,5283,1939,6444,2269,0,2295,0,985,0,10280,12544,712,4557,18,24645,0,49097,50437,4200,1664,142,1977,586,3954,0,18,7119,195272,0,4340,36,0,893,189817,12929,0,3227,0,23,0,0,11868,0,4841,1492,183,4916,12,10739,0,0,4079,1816,380532,42762,197647,0,25717,25355,20036,238159,0,638,17588.0,0,1001,15877,4257,12306,1486,38074,2657,19,1108,1495,542,510,82,1784,4091,9,0,0.0,1403,0.0,8529,2137,1906,663,0,2424,337,0,165455,13106,99,204,337,9074,662,39,7848,49527,1507,1823,1020,18480,0,4664,8708,26818,0,165062,0,23351,8,1330,244388,27799,31015,38089,0,84441,0,0,0,0,0,23080,560321,0,646,0,15,19,0,29,696,145991,5475,12616,11,1272,41473,1562,1511,2719,83890,0.0,245268,1947,0,8020,277,56043,31200,187,0,0.0,446,509,3141.0,0,0,24,547,123,1132,184031,0,741,34833,43752,301935,850,2191053.0,5767,0,3483,0,342,600,1416,463,0
2020-06-19,27878,1838,11504,855,172,26,39570,19157,0,7411,17271,11767,104,0,20916,105535,97,57333,60476,22,650,68,22476,3273,89,1032913,141,3755,900,286,104,848,129,10638,102314,0,0,2605,858,0,231393,84494,60387,883,5477,2058,6874,2280,0,2305,0,985,0,10406,12591,712,4565,18,25068,0,49731,52211,4329,1664,142,1979,623,4070,0,18,7133,196083,0,4428,36,0,896,190299,13203,0,3237,0,23,0,0,12509,0,4904,1541,183,4980,12,11258,0,0,4081,1819,395048,43803,200262,0,27352,25368,20339,238011,0,652,17658.0,0,1008,16779,4374,12373,1486,38678,2789,19,1110,1510,581,520,82,1792,4099,9,0,0.0,1443,0.0,8535,2150,1923,663,0,2621,337,0,170485,13556,99,204,355,9613,668,45,8274,49634,1509,1823,1020,19147,0,4820,8726,27670,0,171666,0,24274,8,1336,247925,28459,31316,38464,0,85462,0,0,0,0,0,23400,568292,0,661,0,15,19,0,29,696,150292,5639,12709,11,1298,41615,1576,1513,2719,87715,0.0,245575,1950,0,8316,293,56043,31235,187,0,0.0,446,509,3146.0,0,0,24,555,123,1146,185245,0,755,35755,44145,303285,853,2222812.0,5946,0,3591,0,349,675,1430,479,0
2020-06-20,28424,1891,11631,855,176,26,41204,19708,0,7461,17323,12238,104,0,21331,108775,97,57936,60550,22,650,68,23512,3273,89,1032913,141,3872,901,287,104,863,129,11610,102762,0,0,2686,858,0,236748,84553,63454,883,5672,2127,7276,2299,0,2309,0,985,0,10448,12591,712,4565,18,25778,0,49731,53758,4475,1664,143,1981,627,4469,0,18,7142,196724,0,4428,37,0,898,190670,13717,0,3256,0,23,0,0,12755,0,4960,1541,183,5077,12,12306,0,0,4086,1822,410461,45029,202584,0,29222,25374,20633,238275,0,657,17725.0,0,1015,17225,4478,12421,1486,39145,2981,19,1111,1536,601,544,82,1795,4105,9,0,0.0,1503,0.0,8556,2187,1933,664,0,2813,337,0,175202,13953,99,206,359,9839,688,46,8605,49710,1511,1823,1035,19808,0,5005,8742,28566,0,176617,0,25222,8,1362,251338,29400,31620,38841,0,86488,0,0,0,0,0,23730,576162,0,702,0,15,19,0,29,696,154233,5783,12803,11,1309,41833,1586,1519,2755,92681,0.0,245938,1950,0,8580,303,56043,31243,198,0,0.0,446,509,3147.0,0,0,24,561,123,1156,186493,0,763,36615,44533,304580,859,2255119.0,6153,0,3789,0,349,784,1430,479,0
2020-06-21,28833,1962,11771,855,183,26,42785,20268,0,7474,17341,12729,104,0,21764,112306,97,58505,60550,22,765,68,24388,3273,89,1085038,141,3905,903,290,144,890,129,11892,103078,0,0,2808,858,0,242355,84572,68836,883,5826,2213,7492,2317,0,2312,0,986,0,10498,12591,712,4582,18,26677,0,50640,55233,4626,1664,143,1981,635,4532,0,18,7143,197008,0,4428,37,0,906,191272,14154,0,3266,0,23,0,0,13145,0,4988,1541,184,5077,12,12769,0,0,4094,1823,425282,45891,204952,0,30868,25379,20778,238499,0,659,17780.0,0,1033,17732,4738,12438,1486,39650,3356,19,1111,1587,626,571,82,1798,4120,9,0,0.0,1596,0.0,8572,2203,1933,665,0,2984,337,0,180545,14200,100,213,362,9977,733,55,9026,49801,1513,1823,1036,20244,0,5106,8745,29471,0,181088,0,26030,8,1379,251338,30052,31931,39133,0,87369,0,0,0,0,0,24045,583879,0,728,0,15,19,0,29,696,157612,5888,12894,11,1327,42095,1587,1520,2779,97302,0.0,246272,1950,0,8580,314,56043,31292,204,0,0.0,446,509,3148.0,0,0,24,569,123,1157,187685,0,770,37361,44925,305803,876,2281290.0,6315,0,3917,0,349,833,1430,489,0
2020-06-22,29157,1995,11920,855,186,26,44931,20588,0,7492,17380,13207,104,0,22407,115786,97,59023,60550,23,807,68,25493,3525,89,1106470,141,3984,903,291,144,944,130,12041,103418,0,0,2963,858,0,246963,84624,71367,1087,5924,2277,7677,2336,0,2315,0,988,0,10523,12727,712,4599,18,27370,0,50640,56809,4808,1664,143,1981,643,4663,0,18,7144,197381,0,4739,41,0,908,191768,14154,0,3287,0,23,0,0,13769,0,4988,1556,205,5211,12,13356,0,0,4102,1823,440215,46845,207525,0,32676,25383,21082,238720,0,665,17820.0,0,1042,18231,4797,12484,2169,40291,3356,19,1111,1603,650,595,83,1801,4121,9,0,0.0,1640,0.0,8587,2217,1961,665,0,3121,340,0,185122,14363,101,215,367,10172,737,63,9561,49866,1515,1823,1046,20919,0,5196,8751,31076,0,185034,0,26752,9,1392,257447,30682,32227,39392,0,88403,0,0,0,0,0,24291,591465,0,787,0,15,19,0,29,697,161005,5970,12990,11,1340,42313,1588,1521,2812,101590,0.0,246504,1951,0,8698,319,58932,31310,219,0,0.0,446,509,3151.0,0,0,24,569,123,1159,188897,0,774,38056,45303,306761,882,2312300.0,6461,0,4048,0,349,1001,1430,512,0
2020-06-23,29481,2047,12076,855,189,26,47203,21006,0,7521,17408,13715,104,0,23062,119198,97,59487,60810,23,850,70,26389,3588,89,1145906,141,4114,907,292,144,982,130,12270,103767,0,0,3051,860,0,250767,84653,73760,1087,6027,2368,7904,2366,0,2318,0,990,0,10650,12761,712,4617,18,27936,0,51643,58141,4973,1664,143,1982,674,4848,0,18,7155,197804,0,4849,42,0,911,192480,14568,0,3302,0,23,0,0,14540,0,5040,1556,206,5324,12,13943,0,0,4107,1824,456183,47896,209970,0,34502,25391,21512,238833,0,670,17879.0,0,1047,18765,4952,12535,2169,41033,3726,19,1111,1622,652,639,86,1803,4133,9,0,0.0,1724,0.0,8590,2238,1978,665,0,3292,340,0,191410,14714,101,215,378,10344,757,72,10099,49930,1516,2170,1051,21371,0,5311,8772,32394,0,188926,0,27314,9,1422,260810,31825,32527,39737,0,89579,0,0,0,0,0,24505,598878,0,798,0,15,19,0,29,698,164144,6034,13092,11,1347,42432,1589,1534,2812,106108,0.0,246752,1991,0,8889,319,60837,31332,231,0,0.0,446,509,3156.0,0,0,24,576,123,1159,190165,0,797,38901,45683,307682,885,2347022.0,6662,0,4187,0,349,1169,1477,525,0
2020-06-24,29640,2114,12248,855,197,26,49851,21717,0,7558,17449,14305,104,0,23570,122660,97,59945,60898,23,902,70,27487,3676,92,1188631,141,4242,919,293,144,999,130,12592,104087,0,0,3099,860,0,254416,84673,73760,1087,6213,2515,8164,2388,0,2319,0,991,0,10777,12815,712,4630,18,28631,0,51643,59561,5150,1664,144,1983,690,5034,0,18,7167,197885,0,4956,42,0,914,192871,15013,0,3310,0,23,0,0,14819,0,5174,1556,209,5429,12,14571,0,0,4114,1824,473105,49009,212501,0,36702,25396,22044,239410,0,678,17963.0,0,1071,19285,5206,12563,2169,41879,3954,19,1111,1644,662,670,82,1804,4140,9,0,0.0,1787,0.0,8596,2261,2005,665,0,3519,341,0,196847,15078,102,216,389,10907,762,76,10728,50012,1519,2170,1051,22020,0,5445,8788,33536,0,192970,0,28030,10,1528,264689,32295,32821,40104,0,90778,0,0,0,0,0,24826,606043,0,830,0,15,19,0,29,698,167267,6129,13235,11,1354,42623,1607,1541,2835,111796,0.0,247086,2001,0,8889,357,62324,31376,231,0,0.0,446,509,3158.0,0,0,24,583,123,1160,191657,0,805,39852,46133,308337,902,2381493.0,6990,0,4366,0,352,1328,1489,530,0
2020-06-25,30175,2192,12445,855,212,65,52457,22488,0,7595,17477,14852,104,0,24081,126606,97,60382,61007,23,1017,70,28503,3796,92,1228114,141,4408,934,293,144,1003,130,12592,104463,0,0,3244,863,0,259064,84701,77313,1087,6411,2684,8334,2483,0,2321,0,992,0,10870,12836,712,4635,18,29141,0,53156,61130,5336,2001,144,1984,706,5175,0,18,7172,197885,0,5087,43,0,917,193371,15473,0,3321,0,23,0,0,15619,0,5174,1556,215,5543,12,15366,0,0,4123,1830,490401,50187,215096,0,39139,25405,22400,239706,0,684,18055.0,0,1086,19750,5384,12602,2169,42788,4204,19,1111,1662,681,698,82,1806,4151,9,0,0.0,1829,0.0,8600,2277,2039,668,0,3739,341,0,202951,15453,102,219,414,11338,788,102,11162,50122,1520,2170,1056,22614,0,5595,8788,34902,0,195745,0,29037,10,1569,268602,33069,33119,40415,0,91838,0,0,0,0,0,25286,613148,0,850,0,15,19,0,29,698,170639,6233,13372,11,1354,42736,1630,1547,2878,118375,0.0,247486,2010,0,8984,373,63890,31428,242,0,0.0,447,509,3158.0,0,0,24,588,123,1162,193115,0,821,40854,46563,309455,907,2422299.0,7177,0,4563,0,352,1382,1497,551,0
2020-06-26,30451,2269,12685,855,212,65,55343,23247,0,7601,17522,15369,104,0,24805,130474,97,60713,61106,24,1053,70,29423,3935,92,1274974,141,4513,941,293,144,1027,139,12592,104629,0,0,3340,865,0,263360,84725,80811,1087,6552,2836,8739,2539,0,2325,0,992,0,11038,12875,712,4643,18,29764,0,53856,62755,5517,2001,167,1986,728,5425,0,18,7191,199473,0,5209,43,0,919,194036,15834,0,3343,0,23,0,0,15828,0,5260,1614,215,5722,12,15994,0,0,4127,1832,508953,51427,217724,0,41193,25414,22800,239961,0,686,18162.0,0,1104,20319,5533,12653,2169,43703,4446,19,1112,1697,684,713,82,1808,4173,9,0,0.0,1922,0.0,8606,2283,2060,670,0,3907,341,0,208392,15776,102,219,439,11633,816,121,11755,50213,1522,2170,1059,23298,0,5758,8832,36034,0,198883,0,29905,11,1711,272364,34073,33395,40866,0,92784,0,0,0,0,0,25697,619936,0,858,0,15,19,0,29,698,174577,6354,13565,11,1394,42955,1643,1558,2878,124590,0.0,247905,2014,0,9257,389,65137,31486,255,0,0.0,447,509,3162.0,0,0,24,591,124,1164,194511,0,833,41975,46973,310836,919,2467554.0,7427,0,4779,0,353,1557,1531,561,0
2020-06-27,30616,2330,12968,855,259,65,57744,23909,0,7686,17580,15890,104,0,25267,133978,97,61095,61209,24,1124,75,30676,3935,92,1313667,141,4625,941,296,170,1091,141,12592,104878,0,0,3429,865,0,267766,84743,84660,1087,6690,2979,8944,2624,0,2330,0,994,0,11298,12875,712,4643,18,30619,0,54574,63923,5727,2001,191,1986,745,5570,0,18,7198,199473,0,5209,44,0,921,194458,16431,0,3366,0,23,0,0,16397,0,5291,1614,230,5777,12,17007,0,0,4138,1836,528859,52812,220180,0,43262,25437,23421,240136,0,690,18254.0,0,1111,20319,5811,12715,2169,44391,4513,19,1115,1719,729,727,82,1813,4217,9,0,0.0,2005,0.0,8616,2305,2118,670,0,4025,341,0,212802,16080,103,219,469,11877,839,136,12309,50282,1526,2170,1062,24077,0,5906,8846,36953,0,202955,0,30658,11,1942,275989,34803,33714,41189,0,93663,0,0,0,0,0,26022,626779,0,878,0,15,19,0,29,698,178504,6459,13792,20,1410,43246,1657,1572,2878,131800,0.0,248469,2033,0,9257,467,65137,31555,256,0,0.0,447,509,3162.0,0,0,24,615,126,1168,195883,0,848,42932,47360,311727,924,2510151.0,7682,0,5130,0,355,1815,1531,567,0
2020-06-28,30967,2402,13273,855,267,69,59933,24645,0,7764,17654,16424,104,0,25705,137787,97,61475,61295,24,1149,76,31524,3935,92,1344143,141,4691,959,299,170,1155,141,12592,105193,0,0,3429,866,0,271982,84757,91995,1087,6827,3130,9101,2691,0,2332,0,994,0,11603,12875,712,4643,18,31373,0,55255,65188,5934,2001,191,1987,781,5689,0,18,7198,199476,0,5209,45,0,924,194693,16742,0,3376,0,23,0,0,16930,0,5342,1614,230,5777,12,18082,0,0,4142,1838,548318,54010,222669,0,45402,25439,23755,240310,0,696,18366.0,0,1121,21327,6070,12757,2169,44942,5017,19,1116,1740,768,762,82,1815,4242,9,0,0.0,2078,0.0,8634,2324,2147,670,0,4149,341,0,216852,16250,103,220,481,12052,859,183,12772,50355,1528,2170,1074,24567,0,6080,8855,38150,0,206512,0,31686,11,2127,279419,35455,33907,41646,0,94413,0,0,0,0,0,26313,633563,0,900,0,15,19,0,29,698,182493,6586,14046,70,1427,43459,1664,1581,2894,138134,0.0,248770,2037,0,9257,490,65137,31617,256,0,0.0,447,509,3162.0,0,0,24,642,126,1169,197239,0,859,43856,47797,312640,929,2548996.0,7948,0,5297,0,355,1990,1557,567,0
2020-06-29,31238,2466,13571,855,276,69,62268,25127,0,7834,17723,16968,104,0,26239,141801,97,61790,61361,24,1187,77,32125,4325,175,1368195,141,4831,959,299,170,1165,141,12592,105830,0,0,3613,866,0,275999,84780,91995,1087,6939,3269,9214,2725,0,2340,0,996,0,11805,12951,712,4656,18,31816,0,55665,66754,6173,2001,191,1987,795,5846,0,18,7209,201522,0,5394,47,0,926,195042,17351,0,3390,0,23,0,0,17409,0,5351,1654,235,5933,12,18818,0,0,4145,1840,566840,55092,225205,0,47151,25462,24441,240436,0,698,18476.0,0,1128,21819,6190,12800,2677,45524,5296,19,1117,1745,770,802,82,1816,4256,9,0,0.0,2138,0.0,8637,2337,2173,670,0,4237,341,0,220657,16357,103,220,501,12290,883,196,13248,50433,1528,2170,1075,25133,0,6209,8862,39060,0,209337,0,32785,11,2191,282365,36438,34154,41912,0,95106,0,0,0,0,0,26582,640246,0,1001,0,15,19,0,29,698,186436,6698,14288,77,1450,43661,1665,1585,2904,144264,0.0,248970,2039,0,9257,501,67667,31652,269,0,0.0,447,509,3169.0,0,0,24,643,126,1172,198613,0,870,44538,48246,313470,932,2590651.0,8222,0,5530,0,355,2185,1568,574,0
2020-06-30,31517,2535,13907,855,284,69,64530,25542,0,7920,17766,17524,104,0,26758,145483,97,62118,61427,24,1199,77,33219,4453,227,1402041,141,4989,962,299,170,1227,141,12592,106097,0,0,3745,866,0,279393,84785,95269,1087,7039,3459,9499,2777,0,2341,0,998,0,11954,12968,712,4682,18,32568,0,56432,68311,6438,2001,203,1989,812,5846,0,18,7214,202063,0,5394,49,0,928,195418,17741,0,3409,0,23,0,0,18096,0,5391,1654,245,5975,12,19558,0,0,4155,1842,585493,56385,227662,0,49109,25473,25244,240578,0,702,18615.0,0,1132,22308,6366,12850,2878,46195,5506,19,1118,1778,780,824,82,1817,4299,9,0,0.0,2214,0.0,8639,2361,2181,670,0,4363,341,0,226089,16613,103,220,548,12533,889,205,13564,50483,1528,2519,1075,25694,0,6334,8879,40070,0,213470,0,33550,11,2221,285213,37514,34393,42141,0,96088,0,0,0,0,0,26970,646929,0,1025,0,15,19,0,29,698,190823,6793,14564,81,1462,43907,1667,1600,2924,151209,0.0,249271,2047,0,9257,515,68451,31714,279,0,0.0,447,509,3171.0,0,0,24,650,130,1174,199906,0,889,45254,48667,314160,936,2635417.0,8503,0,5832,0,355,2428,1594,591,0
2020-07-01,31836,2580,14272,855,291,69,67197,26065,0,8001,17873,18112,104,0,27414,149258,97,62424,61509,28,1199,77,34227,4606,227,1448753,141,5154,962,303,170,1267,141,12592,106288,0,0,3745,866,0,282043,84816,98090,1382,7122,3753,9702,2831,0,2348,0,999,0,12046,12994,712,4704,18,33387,0,58257,69814,6736,2001,203,1989,840,5846,0,18,7236,202981,0,5513,49,0,931,195893,18134,0,3432,0,23,0,0,19011,0,5404,1654,248,6040,12,20262,0,0,4157,1847,604641,57770,230211,0,51524,25477,26257,240760,0,707,18838.0,0,1133,41065,6673,12904,2991,46940,6261,19,1121,1788,804,874,82,1818,4345,9,0,0.0,2303,0.0,8640,2382,2202,671,0,4472,341,0,231770,16898,103,220,576,12636,903,285,14046,50483,1530,2519,1075,26484,0,6454,8896,41194,0,217809,0,34463,11,2260,288477,38511,34775,42454,0,97003,0,0,0,0,0,27296,653479,0,1042,0,15,19,0,29,698,194225,6925,14836,81,1498,44122,1687,1613,2924,159333,0.0,249659,2054,0,9573,535,69692,31851,293,0,0.0,447,509,3173.0,0,0,24,661,130,1175,201098,0,893,45924,49069,314992,943,2686258.0,8781,0,6062,0,355,2758,1632,605,0
2020-07-02,32022,2662,14657,855,315,69,69941,26658,0,8066,17941,18684,104,0,27837,153277,97,62698,61598,28,1199,77,35528,4788,227,1496858,141,5315,967,304,170,1301,141,12592,106643,0,0,3788,868,0,284541,84830,102261,1382,7189,4023,9992,2912,0,2353,0,999,0,12178,13015,712,4715,18,34197,0,59468,71299,7000,3071,215,1990,873,5846,0,18,7241,203640,0,5513,55,0,939,196370,18134,0,3458,0,23,0,0,20072,0,5450,1654,250,6101,12,21120,0,0,4166,1850,625544,59394,232863,0,53708,25489,27047,240961,0,715,19055.0,0,1136,42574,6941,12967,3064,47859,6767,19,1122,1796,819,891,83,1825,4395,9,0,0.0,2403,0.0,8643,2400,2260,671,0,4606,341,0,238511,17150,106,220,616,12969,918,293,14519,50546,1530,2519,1081,27110,0,6625,8902,42555,0,221896,0,35237,11,2303,292004,38805,35146,42782,0,97897,0,0,0,0,0,27746,660231,0,1063,0,15,19,0,29,698,197608,7054,15195,81,1518,44310,1700,1634,2944,168061,0.0,250103,2066,0,9573,547,70639,31967,312,0,0.0,448,509,3179.0,0,0,24,667,130,1178,202284,0,902,46821,49469,285268,947,2739879.0,9078,0,6273,0,355,3080,1632,617,0
2020-07-03,32324,2752,15070,855,328,68,72786,27320,0,8260,18050,19267,104,0,28410,156391,97,62997,61727,30,1199,77,36818,4962,277,1539081,141,5497,980,306,191,1382,141,12592,106962,0,0,3918,871,0,288089,84838,106392,1557,7311,4311,10244,3008,0,2361,0,999,0,12319,13032,712,4736,18,35148,0,60657,72711,7267,3071,215,1991,909,5846,0,18,7242,204222,0,5620,55,0,943,196780,19388,0,3486,0,23,0,0,21293,0,5521,1765,256,6230,12,22116,0,0,4172,1855,648315,60695,235429,0,56020,25498,28055,241184,0,721,19185.0,0,1147,45719,7188,13030,3064,48672,6878,19,1122,1830,833,918,83,1828,4447,9,0,0.0,2512,0.0,8648,2410,2285,672,0,4705,341,0,245251,17445,106,220,663,13288,939,350,15259,50546,1530,2519,1082,27564,0,6787,8921,43929,0,221896,0,35995,11,2349,295599,40336,35405,43156,0,98653,0,0,0,0,0,28166,666941,0,1081,0,15,22,0,29,698,201801,7164,15504,81,1524,44479,1720,1650,2944,177124,0.0,250545,2069,0,9663,561,71419,32101,328,0,0.0,449,509,3180.0,0,0,24,671,130,1181,203456,0,911,47705,50141,285787,952,2794153.0,9396,0,6537,0,355,3334,1632,625,0
